date,dow,dowc,wkd,mon,ssn,bkng,avail,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,hol,ishol,hol3,hol5,hol7,holwknd,vis,vis30,vis45,vis60,vis714,seo,seo30,seo45,seo60,seo714,hit,hit30,hit45,hit60,hit714,pv,pv30,pv45,pv60,pv714,clk,clk30,clk45,clk60,clk714,imp,imp30,imp45,imp60,imp714,cvr,cvr30,cvr45,cvr60,cvr714,pact,ssnidx,pactadj,tmin,tmax,prcp,lwsnw,lwsnwdp,hisnwdp,ratedbfp,ratefam,rategf,ratemv,ratepbfp,ratesbfp,ratesmfp,ratesmp,ratesmv,ratets,ratetshi,ratevv,ratevfp,ratewghtavg,ratedbfpadj,ratefamadj,rategfadj,ratemvadj,ratepbfpadj,ratesbfpadj,ratesmfpadj,ratesmpadj,ratesmvadj,ratetsadj,ratetshiadj,ratevvadj,ratevfpadj,ratewghtavgadj
2015-09-16,Wednesday,4,0,9,4,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,623,1015,1404,179,335,6906,11473,15778,1938,0,16,19,20,21,152.6939083,1.061524016,143.844045,38.2,60.2,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $221.38 , $170.51 , $151.67 , $151.67 , $242.10 , $211.02 , $195.55 , $165.39 , $156.26 , $283.27 , $243.98 , $165.39 , $195.55 , $176.73 
2015-09-17,Thursday,5,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,627,1011,1401,171,355,7000,11559,15728,1822,0,16,19,20,21,165.5319733,1.212587049,136.5114145,40.8,59.6,0.047777778,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $193.80 , $149.27 , $132.77 , $132.77 , $211.94 , $184.73 , $171.19 , $144.79 , $136.79 , $247.98 , $213.58 , $144.79 , $171.19 , $154.71 
2015-09-18,Friday,6,1,9,4,84,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,622,995,1398,175,216,7036,11443,15613,1849,0,16,19,20,21,182.7889052,1.384064006,132.0668008,43.4,63.4,0.007777778,0,0,0, $265.00 , $201.00 , $181.00 , $181.00 , $287.00 , $254.00 , $236.68 , $194.97 , $185.27 , $329.80 , $278.39 , $194.97 , $217.28 , $209.26 , $191.47 , $145.22 , $130.77 , $130.77 , $207.36 , $183.52 , $171.00 , $140.87 , $133.86 , $238.28 , $201.14 , $140.87 , $156.99 , $151.19 
2015-09-19,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,618,998,1396,169,193,6925,11436,15558,1970,1,17,19,20,21,196.8873133,1.469802484,133.9549467,47,61.4,0.1,0,0,0, $265.00 , $201.00 , $181.00 , $181.00 , $287.00 , $254.00 , $236.68 , $194.97 , $185.27 , $329.80 , $278.39 , $194.97 , $217.28 , $209.26 , $180.30 , $136.75 , $123.15 , $123.15 , $195.26 , $172.81 , $161.03 , $132.65 , $126.05 , $224.38 , $189.41 , $132.65 , $147.83 , $142.37 
2015-09-20,Sunday,1,0,9,4,57,33,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,626,1001,1409,171,221,6994,11472,15543,1887,1,17,19,20,21,148.4010612,0.959454399,154.6723443,50,65.4,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $244.93 , $188.65 , $167.80 , $167.80 , $267.86 , $233.47 , $216.35 , $182.99 , $172.88 , $313.41 , $269.93 , $182.99 , $216.35 , $195.53 
2015-09-21,Monday,2,0,9,4,66,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,621,1000,1401,158,278,7112,11470,15571,1927,1,18,19,20,21,153.7367571,1.077855155,142.632112,42,66,0.0625,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $218.03 , $167.93 , $149.37 , $149.37 , $238.44 , $207.82 , $192.59 , $162.89 , $153.89 , $278.98 , $240.28 , $162.89 , $192.59 , $174.05 
2015-09-22,Tuesday,3,0,9,4,64,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,629,1002,1402,154,297,7219,11517,15559,1885,0,18,19,20,21,158.1330592,1.159510848,136.3791115,37,69,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $202.67 , $156.10 , $138.85 , $138.85 , $221.65 , $193.18 , $179.02 , $151.42 , $143.05 , $259.33 , $223.36 , $151.42 , $179.02 , $161.79 
2015-09-23,Wednesday,4,0,9,4,58,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,632,992,1392,154,412,7378,11686,15714,1688,0,18,19,20,21,154.4097848,1.179924772,130.8640928,38.4,70.8,0.1375,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $199.17 , $153.40 , $136.45 , $136.45 , $217.81 , $189.84 , $175.93 , $148.80 , $140.58 , $254.85 , $219.50 , $148.80 , $175.93 , $158.99 
2015-09-24,Thursday,5,0,9,4,53,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,642,990,1377,155,254,7399,11594,15680,1868,1,19,19,20,21,155.7444267,1.000282246,155.7004808,45.8,70.4,0.022222222,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $234.93 , $180.95 , $160.95 , $160.95 , $256.93 , $223.94 , $207.52 , $175.52 , $165.82 , $300.62 , $258.92 , $175.52 , $207.52 , $187.55 
2015-09-25,Friday,6,1,9,4,88,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,652,973,1368,152,217,7382,11486,15545,2034,0,19,19,20,21,218.9668003,1.453471345,150.6509234,44.8,64,0.015555556,0,0,0, $286.00 , $222.00 , $192.00 , $192.00 , $364.00 , $278.00 , $269.66 , $227.95 , $207.58 , $353.08 , $300.70 , $207.58 , $227.95 , $230.29 , $196.77 , $152.74 , $132.10 , $132.10 , $250.43 , $191.27 , $185.53 , $156.83 , $142.82 , $242.92 , $206.88 , $142.82 , $156.83 , $158.44 
2015-09-26,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,662,978,1362,149,164,7405,11418,15390,1838,1,20,19,20,21,212.66905,1.469802484,144.6922647,38.2,62.6,0.074285714,0,0,0, $286.00 , $222.00 , $192.00 , $192.00 , $364.00 , $278.00 , $269.66 , $227.95 , $207.58 , $353.08 , $300.70 , $207.58 , $227.95 , $230.29 , $194.58 , $151.04 , $130.63 , $130.63 , $247.65 , $189.14 , $183.47 , $155.09 , $141.23 , $240.22 , $204.59 , $141.23 , $155.09 , $156.68 
2015-09-27,Sunday,1,0,9,4,50,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,676,985,1362,147,152,7454,11129,15281,1873,1,21,19,20,21,167.617749,0.930874906,180.0647411,32.5,61.25,0.057142857,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $252.45 , $194.44 , $172.96 , $172.96 , $276.08 , $240.63 , $222.99 , $188.61 , $178.19 , $323.03 , $278.22 , $188.61 , $222.99 , $201.53 
2015-09-28,Monday,2,0,9,4,39,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,675,976,1358,158,185,7501,10797,15314,1819,0,21,19,20,21,168.27322,0.906378198,185.6545318,37,67,0.0125,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $259.27 , $199.70 , $177.63 , $177.63 , $283.55 , $247.14 , $229.02 , $193.71 , $183.00 , $331.76 , $285.74 , $193.71 , $229.02 , $206.98 
2015-09-29,Tuesday,3,0,9,4,49,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,690,993,1365,154,243,7647,10831,15197,1794,0,19,19,20,21,150.97725,0.918626552,164.3510626,38.6,72,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $255.82 , $197.03 , $175.26 , $175.26 , $279.77 , $243.84 , $225.97 , $191.12 , $180.56 , $327.34 , $281.93 , $191.12 , $225.97 , $204.22 
2015-09-30,Wednesday,4,0,9,4,56,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,702,983,1367,153,171,7561,10757,15075,1895,1,20,19,20,21,154.1623482,1.130931356,136.3145053,41.6,76.6,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $207.79 , $160.05 , $142.36 , $142.36 , $227.25 , $198.07 , $183.55 , $155.24 , $146.67 , $265.89 , $229.01 , $155.24 , $183.55 , $165.88 
2015-10-01,Thursday,5,0,10,4,48,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,698,973,1365,161,592,7911,10856,15423,1972,0,20,19,20,21,150.5590841,1.081937939,139.1568579,43.8,76.6,0.025,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $217.20 , $167.29 , $148.81 , $148.81 , $237.54 , $207.04 , $191.86 , $162.27 , $153.31 , $277.93 , $239.38 , $162.27 , $191.86 , $173.39 
2015-10-02,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,694,974,1358,166,503,8143,11098,15657,1871,1,21,19,20,21,253.262785,1.45755413,173.7587509,43.8,68.2,0,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $238.07 , $172.89 , $156.43 , $156.43 , $292.96 , $238.76 , $210.96 , $169.70 , $174.36 , $294.82 , $258.21 , $174.36 , $188.34 , $190.33 
2015-10-03,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,700,975,1348,164,369,8350,11287,15694,1872,0,20,19,20,21,242.7172,1.469802484,165.13593,44,69,0,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $236.09 , $171.45 , $155.12 , $155.12 , $290.52 , $236.77 , $209.20 , $168.29 , $172.91 , $292.36 , $256.06 , $172.91 , $186.77 , $188.74 
2015-10-04,Sunday,1,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,705,982,1362,166,288,8347,11271,15782,1843,0,18,19,20,21,148.8321455,0.939040476,158.4938555,40.8,69.4,0.0125,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $250.26 , $192.75 , $171.45 , $171.45 , $273.68 , $238.54 , $221.06 , $186.97 , $176.64 , $320.22 , $275.80 , $186.97 , $221.06 , $199.78 
2015-10-05,Monday,2,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,702,979,1354,165,469,8575,11588,16066,1774,1,19,19,20,21,157.3086933,0.836970859,187.9500244,41,70.2,0.0375,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $280.77 , $216.26 , $192.36 , $192.36 , $307.06 , $267.63 , $248.01 , $209.77 , $198.18 , $359.27 , $309.44 , $209.77 , $248.01 , $224.14 
2015-10-06,Tuesday,3,0,10,4,42,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,691,978,1357,164,433,8773,11861,16219,1681,2,20,19,20,21,155.4230105,0.95128883,163.3815153,42,64.4,0.033333333,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $247.03 , $190.27 , $169.24 , $169.24 , $270.16 , $235.47 , $218.21 , $184.56 , $174.36 , $316.10 , $272.25 , $184.56 , $218.21 , $197.20 
2015-10-07,Wednesday,4,0,10,4,59,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,689,985,1358,172,294,8722,11965,16263,1627,1,21,19,20,21,161.3213419,1.159510848,139.1287905,47.2,57,0.13625,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $202.67 , $156.10 , $138.85 , $138.85 , $221.65 , $193.18 , $179.02 , $151.42 , $143.05 , $259.33 , $223.36 , $151.42 , $179.02 , $161.79 
2015-10-08,Thursday,5,0,10,4,61,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,678,980,1340,170,292,8621,12004,16312,1386,0,17,19,20,21,165.9972063,1.171759202,141.6649479,51.2,56.4,0.176666667,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $200.55 , $154.47 , $137.40 , $137.40 , $219.33 , $191.17 , $177.15 , $149.83 , $141.56 , $256.62 , $221.03 , $149.83 , $177.15 , $160.10 
2015-10-09,Friday,6,1,10,4,91,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,685,985,1333,163,361,8827,12132,16327,1724,0,17,19,20,21,249.6064692,1.469802484,169.8231374,48.25,59.75,0.0625,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $236.09 , $171.45 , $155.12 , $155.12 , $290.52 , $236.77 , $209.20 , $168.29 , $172.91 , $292.36 , $256.06 , $172.91 , $186.77 , $188.74 
2015-10-10,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,679,995,1316,163,258,8896,12156,16260,2010,0,15,19,20,21,229.3984,1.469802484,156.0743042,45,61.8,0.4875,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $236.09 , $171.45 , $155.12 , $155.12 , $290.52 , $236.77 , $209.20 , $168.29 , $172.91 , $292.36 , $256.06 , $172.91 , $186.77 , $188.74 
2015-10-11,Sunday,1,0,10,4,63,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,666,990,1306,164,353,8837,12368,16381,2215,0,15,19,20,21,159.6791007,1.094186293,145.9341079,40.6,61.2,0.38875,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $214.77 , $165.42 , $147.14 , $147.14 , $234.88 , $204.72 , $189.71 , $160.46 , $151.59 , $274.82 , $236.70 , $160.46 , $189.71 , $171.45 
2015-10-12,Monday,2,0,10,4,44,46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,670,1003,1312,168,308,8987,12573,16248,2351,0,15,19,20,21,173.0817926,0.906378198,190.9597924,40,63.4,0.07875,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $259.27 , $199.70 , $177.63 , $177.63 , $283.55 , $247.14 , $229.02 , $193.71 , $183.00 , $331.76 , $285.74 , $193.71 , $229.02 , $206.98 
2015-10-13,Tuesday,3,0,10,4,54,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,672,1007,1308,171,329,9041,12764,16060,2635,1,16,19,20,21,149.8123887,0.89004706,168.3196266,39.6,61.8,0.022222222,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $264.03 , $203.36 , $180.89 , $180.89 , $288.75 , $251.67 , $233.22 , $197.26 , $186.36 , $337.85 , $290.98 , $197.26 , $233.22 , $210.77 
2015-10-14,Wednesday,4,0,10,4,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,667,1006,1309,160,289,9027,12956,16140,2825,0,14,19,20,21,144.8581205,0.992116677,146.0091579,35.8,64.6,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $236.87 , $182.44 , $162.28 , $162.28 , $259.04 , $225.78 , $209.23 , $176.97 , $167.19 , $303.09 , $261.05 , $176.97 , $209.23 , $189.09 
2015-10-15,Thursday,5,0,10,4,41,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,677,1033,1314,163,329,9160,13028,16224,2948,0,13,19,20,21,160.3343835,0.824722505,194.4100987,39,65.6,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $284.94 , $219.47 , $195.22 , $195.22 , $311.62 , $271.61 , $251.70 , $212.88 , $201.12 , $364.61 , $314.03 , $212.88 , $251.70 , $227.47 
2015-10-16,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,690,1038,1313,159,377,9202,13163,16108,2648,2,15,19,20,21,258.827369,1.412643498,183.2220014,41,68.6,0.011111111,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $245.64 , $178.39 , $161.40 , $161.40 , $302.27 , $246.35 , $217.67 , $175.10 , $179.90 , $304.19 , $266.42 , $179.90 , $194.32 , $196.38 
2015-10-17,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,704,1051,1331,162,401,9248,13293,16248,2506,1,16,19,20,21,267.3858,1.469802484,181.9195456,44,71,0.1,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $236.09 , $171.45 , $155.12 , $155.12 , $290.52 , $236.77 , $209.20 , $168.29 , $172.91 , $292.36 , $256.06 , $172.91 , $186.77 , $188.74 
2015-10-18,Sunday,1,0,10,4,50,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,711,1058,1333,154,238,9270,13369,16306,2395,1,17,19,20,21,160.4462051,0.857384782,187.1344214,45.2,58.8,0.095,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $274.09 , $211.11 , $187.78 , $187.78 , $299.75 , $261.26 , $242.11 , $204.77 , $193.46 , $350.72 , $302.07 , $204.77 , $242.11 , $218.80 
2015-10-19,Monday,2,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,713,1054,1331,130,403,9480,13481,16405,2460,0,16,19,20,21,167.0000842,0.849219213,196.6513259,43.4,59.8,0.255,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $276.72 , $213.14 , $189.59 , $189.59 , $302.63 , $263.77 , $244.44 , $206.74 , $195.32 , $354.09 , $304.97 , $206.74 , $244.44 , $220.91 
2015-10-20,Tuesday,3,0,10,4,43,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,wsu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,710,1059,1336,139,320,9579,13560,16573,2299,0,15,19,20,21,146.8790091,0.832888074,176.3490361,40.4,62.2,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $282.15 , $217.32 , $193.30 , $193.30 , $308.56 , $268.94 , $249.23 , $210.80 , $199.15 , $361.03 , $310.95 , $210.80 , $249.23 , $225.24 
2015-10-21,Wednesday,4,0,10,4,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,712,1046,1333,139,236,9537,13561,16649,2195,0,14,19,20,21,159.1264424,0.812474151,195.8541601,39.4,60,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $289.24 , $222.78 , $198.16 , $198.16 , $316.32 , $275.70 , $255.49 , $216.09 , $204.15 , $370.10 , $318.77 , $216.09 , $255.49 , $230.90 
2015-10-22,Thursday,5,0,10,4,53,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,718,1051,1347,132,220,9460,13436,16679,2190,0,14,19,20,21,162.5966095,0.804308581,202.1569995,36.6,58.2,0,0,0,0, $235.00 , $181.00 , $161.00 , $161.00 , $257.00 , $224.00 , $207.58 , $175.57 , $165.87 , $300.70 , $258.99 , $175.57 , $207.58 , $187.60 , $292.18 , $225.04 , $200.17 , $200.17 , $319.53 , $278.50 , $258.09 , $218.29 , $206.23 , $373.86 , $322.00 , $218.29 , $258.09 , $233.24 
2015-10-23,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,728,1058,1360,153,187,9235,13230,16613,2227,1,15,19,20,21,193.9883008,1.367732867,141.8320094,35.6,56.4,0,0,0,0, $347.00 , $252.00 , $228.00 , $228.00 , $427.00 , $348.00 , $307.49 , $247.35 , $254.14 , $429.71 , $376.36 , $254.14 , $274.51 , $277.41 , $253.70 , $184.25 , $166.70 , $166.70 , $312.20 , $254.44 , $224.82 , $180.85 , $185.81 , $314.18 , $275.17 , $185.81 , $200.70 , $202.82 
